Age,Income,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Gender_Female,Gender_Male,CampaignChannel_Email,CampaignChannel_PPC,CampaignChannel_Referral,CampaignChannel_SEO,CampaignChannel_Social Media,CampaignType_Awareness,CampaignType_Consideration,CampaignType_Conversion,CampaignType_Retention
-1.1875885908900354,1.2555585806494118,0.9001549634995246,1.5828067180722947,0.43678937824493597,0.7147015973530114,-0.48041704097945376,1.100174384708175,-0.2683260584465257,1.32232689399818,-1.5587518370510707,0.17667148754203796,-0.8574785115430248,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6278013394526523,-0.5429821039623557,0.21643831045437062,-1.5486074316397345,-0.5334239271029886,1.0652710678348833,1.3312648406260652,1.2094493764460494,0.6680353232643603,-0.5984384536160625,-1.5587518370510707,-0.1695310599990037,0.8139897473371641,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8295113317129509,0.9367367820086316,-1.6554822116090124,-1.5785861917836208,0.9542418579507451,1.4158405383167554,0.5901539681333628,-0.5144695079120034,-1.0312871842850253,1.1477118623968852,-0.16052320155201988,0.5228740350830796,1.7055791235234639,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6950380035394185,0.16933207333174707,0.6580684906985593,0.7690035563079597,-0.7123409319898848,0.2940182327747651,0.8307846946090169,1.5204319782068547,1.43099644910286,-0.5984384536160625,1.237705433947031,1.2152791301651629,-0.3694432930980573,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.2548252549768015,-0.5726318918874215,-1.0366480964242282,-1.2540904436788194,1.3513624705495062,-1.1783735432490972,1.08434867125573,-1.4367431176310186,0.8067555279622693,-0.24920839041347298,1.5872625928217936,0.5228740350830796,-0.2095576492870451,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8295113317129509,-0.3983028602776901,0.5775197128019772,-1.6120070822855184,1.6459164799030384,1.556068326509504,0.6899140477396556,-0.6827585936215251,1.153556039707042,0.2746367043904114,-0.5100803604267826,0.17667148754203796,0.5088804619860186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.9186419345429705,0.3201384070638207,-1.069742459871722,0.5282217087737886,0.6576687556317872,0.3641321268711395,0.853415985911588,-1.2053307232982782,-1.1006472866339798,-0.7730534852173573,-0.16052320155201988,-1.2081387026221286,-1.3434191582350095,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8967479957997171,1.0411637080340208,1.139129337094906,-1.5901021753256308,-0.3917630623126669,0.5744738091602627,-1.2069081069394234,-0.6700919567959248,-0.09492580257413938,-0.24920839041347298,-0.5100803604267826,-1.2081387026221286,0.4474396905651929,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.501877972580613,-0.17562309633732567,1.5394516675473253,-1.033611545486266,-0.2853612362965608,-0.8979179668635995,-1.3478973075285117,-1.4892666150462608,0.3905949138685422,0.2746367043904114,0.5385911161975055,1.2152791301651629,-0.06433400774691171,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.17903862958854222,0.8044182765065633,0.04889178086654034,1.3313179608040855,-1.4687308089865543,1.1353849619312577,-1.1106814154332387,-1.3050380644168567,-1.1700073889829343,-1.2968985800212416,0.8881482750722682,0.17667148754203796,0.05924572567906716,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
